QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	43.233562	-0.104083	415.380005	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	43.233730	-0.107996	125.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	43.233788	-0.107376	125.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	43.233841	-0.106756	125.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	43.233894	-0.106137	125.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	43.233952	-0.105517	125.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	43.234005	-0.104897	125.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	43.234058	-0.104277	125.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	43.234116	-0.103657	125.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	43.234169	-0.103038	125.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	43.234222	-0.102418	125.000000	1
