QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
1	0	3	22	10.000000	0.000000	0.000000	0.000000	43.233385	-0.104455	35.00000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	43.233541	-0.108189	40.00000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	43.2337587701	-0.10688886912	50.00000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	43.2338825371	-0.106296235833	50.00000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	43.234006301	-0.105703600138	50.00000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	43.2341300619	-0.105110962037	50.00000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	43.2342538198	-0.104518321528	50.00000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	43.2343775746	-0.103925678613	50.00000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	43.2345013263	-0.10333303329	50.00000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	43.2346250749	-0.10274038556	50.00000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	43.2347488205	-0.102147735424	50.00000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	43.234730	-0.104552	40.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	43.235638	-0.099939	40.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	43.234722	-0.100036	40.000000	1
15	0	3	16	0.000000	0.000000	0.000000	0.000000	43.234261	-0.100722	40.000000	1
16	0	3	21	0.000000	0.000000	0.000000	0.000000	43.233559	-0.104083	3.000000	1
